GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESA001
"G48033900902472","1990","TX",,,,,,,,"2","090247",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000596","0000000000","BG 2","S","+30153422","-095505177",,421
"G48033900902473","1990","TX",,,,,,,,"3","090247",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001600","0000000000","BG 3","S","+30153697","-095495607",,548
"G48033900902474","1990","TX",,,,,,,,"4","090247",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001012","0000000000","BG 4","S","+30168930","-095514588",,846
"G48033900902475","1990","TX",,,,,,,,"5","090247",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000004340","0000000000","BG 5","S","+30168146","-095526797",,527
"G48033900903021","1990","TX",,,,,,,,"1","090302",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000021181","0000000056","BG 1","S","+30163924","-095691860",,836
"G48033900903022","1990","TX",,,,,,,,"2","090302",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000016917","0000000000","BG 2","S","+30122359","-095679118",,499
"G48033900903023","1990","TX",,,,,,,,"3","090302",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000041981","0000000144","BG 3","S","+30114800","-095742302",,1099
"G48033900903024","1990","TX",,,,,,,,"4","090302",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000052945","0000000000","BG 4","S","+30165591","-095778886",,521
"G48033900903025","1990","TX",,,,,,,,"5","090302",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000021177","0000000071","BG 5","S","+30170924","-095734708",,370
"G48033900903111","1990","TX",,,,,,,,"1","090311",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000006546","0000000000","BG 1","S","+30191965","-095694457",,411
"G48033900903112","1990","TX",,,,,,,,"2","090311",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000016998","0000000000","BG 2","S","+30208610","-095718841",,435
"G48033900903113","1990","TX",,,,,,,,"3","090311",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000017039","0000000000","BG 3","S","+30226474","-095760192",,352
"G48033900903211","1990","TX",,,,,,,,"1","090321",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000056327","0000000093","BG 1","S","+30230656","-095643609",,227
"G48033900903212","1990","TX",,,,,,,,"2","090321",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000046956","0000000043","BG 2","S","+30188714","-095631004",,703
"G48033900903213","1990","TX",,,,,,,,"3","090321",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000012930","0000000277","BG 3","S","+30146196","-095612295",,280
"G48033900903214","1990","TX",,,,,,,,"4","090321",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008065","0000000000","BG 4","S","+30139703","-095650392",,367
"G480339009041","1990","TX",,,,,,,,"1","0904",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000073497","0000000264","BG 1","S","+30405747","-095776283",,454
"G480339009042","1990","TX",,,,,,,,"2","0904",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000060496","0000000260","BG 2","S","+30342800","-095734484",,331
"G480339009043","1990","TX",,,,,,,,"3","0904",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000094986","0000000213","BG 3","S","+30274362","-095756829",,326
"G480339009051","1990","TX",,,,,,,,"1","0905",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000049220","0000000513","BG 1","S","+30351425","-095657980",,402
"G480339009052","1990","TX",,,,,,,,"2","0905",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000014617","0000000468","BG 2","S","+30348570","-095607424",,794
"G480339009053","1990","TX",,,,,,,,"3","0905",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000017202","0000000255","BG 3","S","+30335195","-095555533",,638
"G480339009054","1990","TX",,,,,,,,"4","0905",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000128960","0000000529","BG 4","S","+30297103","-095597554",,581
"G480339009055","1990","TX",,,,,,,,"5","0905",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000038488","0000000181","BG 5","S","+30236496","-095527283",,455
"G48033900906021","1990","TX",,,,,,,,"1","090602",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000998","0000000000","BG 1","S","+30329094","-095459120",,519
"G48033900906022","1990","TX",,,,,,,,"2","090602",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001812","0000000000","BG 2","S","+30330331","-095469285",,1197
"G48033900906023","1990","TX",,,,,,,,"3","090602",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000790","0000000000","BG 3","S","+30318465","-095468260",,227
"G48033900906024","1990","TX",,,,,,,,"4","090602",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000517","0000000000","BG 4","S","+30321150","-095459671",,257
"G48033900906025","1990","TX",,,,,,,,"5","090602",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001017","0000000000","BG 5","S","+30313602","-095463304",,195
"G48033900906111","1990","TX",,,,,,,,"1","090611",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000005444","0000000000","BG 1","S","+30325385","-095514988",,135
"G48033900906112","1990","TX",,,,,,,,"2","090611",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000029165","0000002634","BG 2","S","+30350645","-095523597",,818
"G48033900906131","1990","TX",,,,,,,,"1","090613",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002253","0000000000","BG 1","S","+30296520","-095472643",,641
"G48033900906132","1990","TX",,,,,,,,"2","090613",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000010425","0000000123","BG 2","S","+30298202","-095494510",,431
"G48033900906133","1990","TX",,,,,,,,"3","090613",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003529","0000000000","BG 3","S","+30282971","-095476458",,659
"G48033900906134","1990","TX",,,,,,,,"4","090613",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000009093","0000000355","BG 4","S","+30264673","-095475141",,4
"G48033900906211","1990","TX",,,,,,,,"1","090621",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000013477","0000000092","BG 1","S","+30361774","-095470045",,1051
"G48033900906231","1990","TX",,,,,,,,"1","090623",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000584","0000000000","BG 1","S","+30305854","-095457825",,153
"G48033900906232","1990","TX",,,,,,,,"2","090623",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000553","0000000000","BG 2","S","+30305728","-095465088",,216
"G48033900906233","1990","TX",,,,,,,,"3","090623",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000861","0000000000","BG 3","S","+30299694","-095462443",,506
"G48033900906234","1990","TX",,,,,,,,"4","090623",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000819","0000000000","BG 4","S","+30288085","-095457566",,225
"G48033900906311","1990","TX",,,,,,,,"1","090631",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001907","0000000000","BG 1","S","+30327513","-095490931",,229
"G48033900906312","1990","TX",,,,,,,,"2","090631",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000752","0000000000","BG 2","S","+30322155","-095477122",,333
"G48033900906313","1990","TX",,,,,,,,"3","090631",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003888","0000000045","BG 3","S","+30310845","-095486381",,640
"G48033900907011","1990","TX",,,,,,,,"1","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000593","0000000000","BG 1","S","+30311655","-095450154",,166
"G48033900907012","1990","TX",,,,,,,,"2","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000616","0000000000","BG 2","S","+30309461","-095441830",,185
"G48033900907013","1990","TX",,,,,,,,"3","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000666","0000000000","BG 3","S","+30304280","-095446714",,546
"G48033900907014","1990","TX",,,,,,,,"4","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000639","0000000000","BG 4","S","+30302875","-095452301",,345
"G48033900907015","1990","TX",,,,,,,,"5","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001222","0000000000","BG 5","S","+30294787","-095447536",,551
"G48033900907016","1990","TX",,,,,,,,"6","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002800","0000000000","BG 6","S","+30306635","-095433812",,567
"G48033900907017","1990","TX",,,,,,,,"7","090701",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000011982","0000000000","BG 7","S","+30292622","-095403611",,285
"G48033900907021","1990","TX",,,,,,,,"1","090702",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000033833","0000000234","BG 1","S","+30256456","-095372045",,455
"G48033900907022","1990","TX",,,,,,,,"2","090702",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000011627","0000000173","BG 2","S","+30233198","-095403753",,367
"G48033900907023","1990","TX",,,,,,,,"3","090702",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000042841","0000000069","BG 3","S","+30211052","-095347106",,450
"G48033900907024","1990","TX",,,,,,,,"4","090702",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000020791","0000000276","BG 4","S","+30167608","-095344492",,332
"G48033900907031","1990","TX",,,,,,,,"1","090703",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000015101","0000000000","BG 1","S","+30269886","-095426341",,293
"G48033900907032","1990","TX",,,,,,,,"2","090703",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003922","0000000000","BG 2","S","+30246818","-095425003",,302
"G48033900907033","1990","TX",,,,,,,,"3","090703",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002854","0000000000","BG 3","S","+30249070","-095445608",,484
"G48033900907034","1990","TX",,,,,,,,"4","090703",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000003062","0000000000","BG 4","S","+30260734","-095443507",,431
"G48033900908011","1990","TX",,,,,,,,"1","090801",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000026824","0000000000","BG 1","S","+30232006","-095198483",,306
"G48033900908012","1990","TX",,,,,,,,"2","090801",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000043722","0000000000","BG 2","S","+30198927","-095240928",,722
"G48033900908013","1990","TX",,,,,,,,"3","090801",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000017919","0000000000","BG 3","S","+30231494","-095282828",,715
"G48033900908021","1990","TX",,,,,,,,"1","090802",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000012437","0000000025","BG 1","S","+30261260","-095154539",,527
"G48033900908022","1990","TX",,,,,,,,"2","090802",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000062779","0000000100","BG 2","S","+30295169","-095193280",,525
"G48033900908031","1990","TX",,,,,,,,"1","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000012530","0000000000","BG 1","S","+30237436","-095136962",,438
"G48033900908032","1990","TX",,,,,,,,"2","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000016807","0000000061","BG 2","S","+30212541","-095144570",,659
"G48033900908033","1990","TX",,,,,,,,"3","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000016852","0000000000","BG 3","S","+30174334","-095122464",,18
"G48033900908034","1990","TX",,,,,,,,"4","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000005180","0000000005","BG 4","S","+30155809","-095142238",,297
"G48033900908035","1990","TX",,,,,,,,"5","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000011218","0000000000","BG 5","S","+30159908","-095190335",,423
"G48033900908036","1990","TX",,,,,,,,"6","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000006146","0000000000","BG 6","S","+30168459","-095162188",,226
"G48033900908037","1990","TX",,,,,,,,"7","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008743","0000000000","BG 7","S","+30185523","-095177907",,716
"G48033900908038","1990","TX",,,,,,,,"8","090803",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000005982","0000000356","BG 8","S","+30196279","-095164662",,501
"G480339009091","1990","TX",,,,,,,,"1","0909",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000014771","0000000000","BG 1","S","+30319281","-095347400",,297
"G480339009092","1990","TX",,,,,,,,"2","0909",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000013485","0000000000","BG 2","S","+30303400","-095378323",,411
"G480339009093","1990","TX",,,,,,,,"3","0909",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000025994","0000000013","BG 3","S","+30283144","-095334662",,491
"G480339009094","1990","TX",,,,,,,,"4","0909",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000063373","0000000020","BG 4","S","+30296617","-095267342",,648
"G48033900910101","1990","TX",,,,,,,,"1","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000000759","0000000000","BG 1","S","+30316894","-095451355",,347
"G48033900910102","1990","TX",,,,,,,,"2","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001319","0000000021","BG 2","S","+30324355","-095446514",,492
"G48033900910103","1990","TX",,,,,,,,"3","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001889","0000000000","BG 3","S","+30331721","-095451051",,250
"G48033900910104","1990","TX",,,,,,,,"4","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000018556","0000000000","BG 4","S","+30366524","-095442844",,264
"G48033900910105","1990","TX",,,,,,,,"5","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000006158","0000000058","BG 5","S","+30324820","-095423111",,283
"G48033900910106","1990","TX",,,,,,,,"6","091010",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000011726","0000000000","BG 6","S","+30345532","-095411933",,287
"G48033900910201","1990","TX",,,,,,,,"1","091020",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000020081","0000000000","BG 1","S","+30356916","-095382609",,328
"G48033900910202","1990","TX",,,,,,,,"2","091020",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000026022","0000000081","BG 2","S","+30378691","-095356794",,510
"G48033900910203","1990","TX",,,,,,,,"3","091020",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000043210","0000000000","BG 3","S","+30365940","-095309762",,650
"G48033900910204","1990","TX",,,,,,,,"4","091020",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000035935","0000000023","BG 4","S","+30351013","-095251590",,386
"G48033900911011","1990","TX",,,,,,,,"1","091101",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008668","0000000038","BG 1","S","+30381486","-095504276",,797
"G48033900911012","1990","TX",,,,,,,,"2","091101",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000039281","0000004603","BG 2","S","+30424790","-095526163",,695
"G48033900911013","1990","TX",,,,,,,,"3","091101",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000009075","0000007522","BG 3","S","+30405891","-095566429",,746
"G48033900911014","1990","TX",,,,,,,,"4","091101",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000011543","0000014649","BG 4","S","+30461363","-095570090",,784
"G48033900911015","1990","TX",,,,,,,,"5","091101",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000039330","0000000643","BG 5","S","+30488766","-095533467",,305
"G48033900911021","1990","TX",,,,,,,,"1","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000001553","0000000000","BG 1","S","+30427904","-095487217",,278
"G48033900911022","1990","TX",,,,,,,,"2","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000010624","0000000000","BG 2","S","+30403636","-095472597",,600
"G48033900911023","1990","TX",,,,,,,,"3","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000039914","0000000189","BG 3","S","+30414202","-095434405",,871
"G48033900911024","1990","TX",,,,,,,,"4","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000010015","0000000129","BG 4","S","+30443735","-095479180",,413
"G48033900911025","1990","TX",,,,,,,,"5","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000042104","0000000246","BG 5","S","+30479838","-095457274",,551
"G48033900911026","1990","TX",,,,,,,,"6","091102",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000089246","0000000258","BG 6","S","+30455403","-095375871",,351
"G48033900912011","1990","TX",,,,,,,,"1","091201",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000097570","0000016010","BG 1","S","+30477896","-095640016",,569
"G48033900912012","1990","TX",,,,,,,,"2","091201",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000211556","0000000461","BG 2","S","+30507454","-095751040",,345
"G48033900912021","1990","TX",,,,,,,,"1","091202",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008275","0000007697","BG 1","S","+30366818","-095585466",,1533
"G48033900912022","1990","TX",,,,,,,,"2","091202",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000002965","0000001915","BG 2","S","+30384383","-095642096",,259
"G48033900912023","1990","TX",,,,,,,,"3","091202",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000008820","0000000020","BG 3","S","+30395284","-095616716",,1747
"G48033900912024","1990","TX",,,,,,,,"4","091202",,,"42","Montgomery","339",,,"7","3362",,,,"3360","3","Texas","48",,,,"0000024112","0000017510","BG 4","S","+30406898","-095633699",,70
"G480341095011","1990","TX",,,,,,,,"1","9501",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000636039","0000002060","BG 1","S","+35922255","-101725915",,96
"G480341095012","1990","TX",,,,,,,,"2","9501",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003172","0000000000","BG 2","S","+36022300","-101819821",,493
"G480341095013","1990","TX",,,,,,,,"3","9501",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000002240","0000000000","BG 3","S","+36012791","-101832859",,233
"G480341095021","1990","TX",,,,,,,,"1","9502",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0001666663","0000023655","BG 1","S","+35807702","-101951084",,914
"G480341095022","1990","TX",,,,,,,,"2","9502",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000011122","0000000060","BG 2","S","+36040890","-102005649",,548
"G480341095031","1990","TX",,,,,,,,"1","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000669","0000000000","BG 1","S","+35873398","-101954294",,447
"G480341095032","1990","TX",,,,,,,,"2","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000331","0000000000","BG 2","S","+35872452","-101960541",,252
"G480341095033","1990","TX",,,,,,,,"3","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000002268","0000000000","BG 3","S","+35887057","-101968886",,389
"G480341095034","1990","TX",,,,,,,,"4","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000002136","0000000000","BG 4","S","+35876381","-101977441",,352
"G480341095035","1990","TX",,,,,,,,"5","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000714","0000000000","BG 5","S","+35868696","-101970560",,288
"G480341095036","1990","TX",,,,,,,,"6","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000670","0000000000","BG 6","S","+35867462","-101965964",,477
"G480341095037","1990","TX",,,,,,,,"7","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000497","0000000000","BG 7","S","+35867533","-101956057",,290
"G480341095038","1990","TX",,,,,,,,"8","9503",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000313","0000000000","BG 8","S","+35862591","-101958978",,174
"G480341095041","1990","TX",,,,,,,,"1","9504",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000519","0000000000","BG 1","S","+35857613","-101958975",,375
"G480341095042","1990","TX",,,,,,,,"2","9504",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000320","0000000000","BG 2","S","+35859179","-101967907",,203
"G480341095043","1990","TX",,,,,,,,"3","9504",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000902","0000000000","BG 3","S","+35855845","-101977496",,444
"G480341095044","1990","TX",,,,,,,,"4","9504",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000001222","0000000000","BG 4","S","+35849408","-101969192",,462
"G480341095045","1990","TX",,,,,,,,"5","9504",,,"99","Moore","341",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000496","0000000000","BG 5","S","+35853596","-101963963",,400
"G480343095011","1990","TX",,,,,,,,"1","9501",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000186727","0000001220","BG 1","S","+33252517","-094743318",,402
"G480343095012","1990","TX",,,,,,,,"2","9501",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000013617","0000000028","BG 2","S","+33219075","-094674470",,378
"G480343095013","1990","TX",,,,,,,,"3","9501",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000016421","0000000055","BG 3","S","+33189920","-094673206",,403
"G480343095014","1990","TX",,,,,,,,"4","9501",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000009945","0000000000","BG 4","S","+33180271","-094751071",,437
"G480343095015","1990","TX",,,,,,,,"5","9501",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000126970","0000000456","BG 5","S","+33130343","-094734502",,465
"G480343095021","1990","TX",,,,,,,,"1","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000006635","0000001209","BG 1","S","+32957818","-094702710",,324
"G480343095022","1990","TX",,,,,,,,"2","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000015199","0000001060","BG 2","S","+32914457","-094705314",,452
"G480343095026","1990","TX",,,,,,,,"6","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000107629","0000001094","BG 6","S","+32992025","-094673726",,435
"G480343095027","1990","TX",,,,,,,,"7","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000076211","0000000095","BG 7","S","+33073864","-094748784",,514
"G480343095028","1990","TX",,,,,,,,"8","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000041897","0000000000","BG 8","S","+33015355","-094775618",,424
"G480343095029","1990","TX",,,,,,,,"9","9502",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000049136","0000005458","BG 9","S","+32954469","-094765684",,407
"G480343095031","1990","TX",,,,,,,,"1","9503",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000003165","0000000000","BG 1","S","+33038209","-094716689",,355
"G480343095032","1990","TX",,,,,,,,"2","9503",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000000835","0000000000","BG 2","S","+33031722","-094732745",,269
"G480343095033","1990","TX",,,,,,,,"3","9503",,,"99","Morris","343",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000004834","0000000019","BG 3","S","+33020782","-094730382",,535
"G480345095011","1990","TX",,,,,,,,"1","9501",,,"99","Motley","345",,,"7","9999",,,,"9999","3","Texas","48",,,,"0001247786","0000000677","BG 1","S","+34194707","-100803964",,264
"G480345095022","1990","TX",,,,,,,,"2","9502",,,"99","Motley","345",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000009290","0000000047","BG 2","S","+34015854","-100807870",,453
"G480345095023","1990","TX",,,,,,,,"3","9502",,,"99","Motley","345",,,"7","9999",,,,"9999","3","Texas","48",,,,"0001305573","0000000391","BG 3","S","+33956577","-100752406",,309
"G480347095011","1990","TX",,,,,,,,"1","9501",,,"99","Nacogdoches","347",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000015269","0000000135","BG 1","S","+31827614","-094488386",,518
"G480347095012","1990","TX",,,,,,,,"2","9501",,,"99","Nacogdoches","347",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000101386","0000000841","BG 2","S","+31816113","-094599593",,283
"G480347095013","1990","TX",,,,,,,,"3","9501",,,"99","Nacogdoches","347",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000112896","0000000607","BG 3","S","+31762649","-094478122",,225
"G480347095021","1990","TX",,,,,,,,"1","9502",,,"99","Nacogdoches","347",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000094676","0000000182","BG 1","S","+31807206","-094730405",,229
"G480347095022","1990","TX",,,,,,,,"2","9502",,,"99","Nacogdoches","347",,,"7","9999",,,,"9999","3","Texas","48",,,,"0000031733","0000000037","BG 2","S","+31814710","-094843080",,368
